transaction_id,student_id,course_id,term_id,internal_marks,external_marks,total_marks,grade_point,result_status,attendance_percentage
TRX_0015513,ST_2019_D002_026,ME_603,T_2021-2022_EVEN,29,44,73,8,Pass,89
TRX_0015514,ST_2019_D002_026,ME_604,T_2021-2022_EVEN,23,36,59,6,Pass,90
TRX_0015515,ST_2019_D002_026,ME_605,T_2021-2022_EVEN,30,45,75,8,Pass,75
TRX_0015516,ST_2019_D002_026,ME_606,T_2021-2022_EVEN,24,37,61,7,Pass,66
TRX_0015517,ST_2019_D002_027,ME_601,T_2021-2022_EVEN,20,31,51,6,Pass,88
TRX_0015518,ST_2019_D002_027,ME_602,T_2021-2022_EVEN,22,33,55,6,Pass,84
TRX_0015519,ST_2019_D002_027,ME_603,T_2021-2022_EVEN,23,35,58,6,Pass,82
TRX_0015520,ST_2019_D002_027,ME_604,T_2021-2022_EVEN,25,39,64,7,Pass,77
TRX_0015521,ST_2019_D002_027,ME_605,T_2021-2022_EVEN,29,44,73,8,Pass,70
TRX_0015522,ST_2019_D002_027,ME_606,T_2021-2022_EVEN,20,31,51,6,Pass,65
TRX_0015523,ST_2019_D002_028,ME_601,T_2021-2022_EVEN,22,34,56,6,Pass,79
TRX_0015524,ST_2019_D002_028,ME_602,T_2021-2022_EVEN,22,33,55,6,Pass,73
TRX_0015525,ST_2019_D002_028,ME_603,T_2021-2022_EVEN,27,42,69,7,Pass,89
TRX_0015526,ST_2019_D002_028,ME_604,T_2021-2022_EVEN,22,34,56,6,Pass,89
TRX_0015527,ST_2019_D002_028,ME_605,T_2021-2022_EVEN,20,31,51,6,Pass,83
TRX_0015528,ST_2019_D002_028,ME_606,T_2021-2022_EVEN,25,39,64,7,Pass,87
TRX_0015529,ST_2019_D002_029,ME_601,T_2021-2022_EVEN,33,51,84,9,Pass,99
TRX_0015530,ST_2019_D002_029,ME_602,T_2021-2022_EVEN,32,49,81,9,Pass,100
TRX_0015531,ST_2019_D002_029,ME_603,T_2021-2022_EVEN,34,51,85,9,Pass,95
TRX_0015532,ST_2019_D002_029,ME_604,T_2021-2022_EVEN,39,59,98,10,Pass,96
TRX_0015533,ST_2019_D002_029,ME_605,T_2021-2022_EVEN,32,50,82,9,Pass,85
TRX_0015534,ST_2019_D002_029,ME_606,T_2021-2022_EVEN,30,47,77,8,Pass,85
TRX_0015535,ST_2019_D002_030,ME_601,T_2021-2022_EVEN,21,33,54,6,Pass,78
TRX_0015536,ST_2019_D002_030,ME_602,T_2021-2022_EVEN,26,41,67,7,Pass,75
TRX_0015537,ST_2019_D002_030,ME_603,T_2021-2022_EVEN,21,32,53,6,Pass,76
TRX_0015538,ST_2019_D002_030,ME_604,T_2021-2022_EVEN,20,31,51,6,Pass,76
TRX_0015539,ST_2019_D002_030,ME_605,T_2021-2022_EVEN,21,33,54,6,Pass,86
TRX_0015540,ST_2019_D002_030,ME_606,T_2021-2022_EVEN,28,44,72,8,Pass,87
TRX_0015541,ST_2019_D002_031,ME_601,T_2021-2022_EVEN,17,27,44,0,Debarred,40
TRX_0015542,ST_2019_D002_031,ME_602,T_2021-2022_EVEN,10,16,26,0,Fail,61
TRX_0015543,ST_2019_D002_031,ME_603,T_2021-2022_EVEN,24,36,60,7,Pass,51
TRX_0015544,ST_2019_D002_031,ME_604,T_2021-2022_EVEN,17,27,44,0,Debarred,46
TRX_0015545,ST_2019_D002_031,ME_605,T_2021-2022_EVEN,18,28,46,5,Pass,53
TRX_0015546,ST_2019_D002_031,ME_606,T_2021-2022_EVEN,11,18,29,0,Fail,54
TRX_0015547,ST_2019_D002_032,ME_601,T_2021-2022_EVEN,31,48,79,8,Pass,69
TRX_0015548,ST_2019_D002_032,ME_602,T_2021-2022_EVEN,27,42,69,7,Pass,79
TRX_0015549,ST_2019_D002_032,ME_603,T_2021-2022_EVEN,29,45,74,8,Pass,73
TRX_0015550,ST_2019_D002_032,ME_604,T_2021-2022_EVEN,28,43,71,8,Pass,86
TRX_0015551,ST_2019_D002_032,ME_605,T_2021-2022_EVEN,28,43,71,8,Pass,86
TRX_0015552,ST_2019_D002_032,ME_606,T_2021-2022_EVEN,30,46,76,8,Pass,72
TRX_0015553,ST_2019_D002_033,ME_601,T_2021-2022_EVEN,29,45,74,8,Pass,72
TRX_0015554,ST_2019_D002_033,ME_602,T_2021-2022_EVEN,27,42,69,7,Pass,80
TRX_0015555,ST_2019_D002_033,ME_603,T_2021-2022_EVEN,24,36,60,7,Pass,89
TRX_0015556,ST_2019_D002_033,ME_604,T_2021-2022_EVEN,20,32,52,6,Pass,71
TRX_0015557,ST_2019_D002_033,ME_605,T_2021-2022_EVEN,29,44,73,8,Pass,90
TRX_0015558,ST_2019_D002_033,ME_606,T_2021-2022_EVEN,31,47,78,8,Pass,88
TRX_0015559,ST_2019_D002_034,ME_601,T_2021-2022_EVEN,21,32,53,6,Pass,68
TRX_0015560,ST_2019_D002_034,ME_602,T_2021-2022_EVEN,22,35,57,6,Pass,69
TRX_0015561,ST_2019_D002_034,ME_603,T_2021-2022_EVEN,24,37,61,7,Pass,86
TRX_0015562,ST_2019_D002_034,ME_604,T_2021-2022_EVEN,20,30,50,6,Pass,83
TRX_0015563,ST_2019_D002_034,ME_605,T_2021-2022_EVEN,30,47,77,8,Pass,73
TRX_0015564,ST_2019_D002_034,ME_606,T_2021-2022_EVEN,24,38,62,7,Pass,70
TRX_0015565,ST_2019_D002_035,ME_601,T_2021-2022_EVEN,22,33,55,6,Pass,76
TRX_0015566,ST_2019_D002_035,ME_602,T_2021-2022_EVEN,30,46,76,8,Pass,79
TRX_0015567,ST_2019_D002_035,ME_603,T_2021-2022_EVEN,21,33,54,6,Pass,73
TRX_0015568,ST_2019_D002_035,ME_604,T_2021-2022_EVEN,25,38,63,7,Pass,82
TRX_0015569,ST_2019_D002_035,ME_605,T_2021-2022_EVEN,24,38,62,7,Pass,86
TRX_0015570,ST_2019_D002_035,ME_606,T_2021-2022_EVEN,30,45,75,8,Pass,70
TRX_0015571,ST_2019_D002_036,ME_601,T_2021-2022_EVEN,24,37,61,7,Pass,86
TRX_0015572,ST_2019_D002_036,ME_602,T_2021-2022_EVEN,28,44,72,8,Pass,68
TRX_0015573,ST_2019_D002_036,ME_603,T_2021-2022_EVEN,26,40,66,7,Pass,66
TRX_0015574,ST_2019_D002_036,ME_604,T_2021-2022_EVEN,26,39,65,7,Pass,76
TRX_0015575,ST_2019_D002_036,ME_605,T_2021-2022_EVEN,26,40,66,7,Pass,72
TRX_0015576,ST_2019_D002_036,ME_606,T_2021-2022_EVEN,26,41,67,7,Pass,71
TRX_0015577,ST_2019_D002_037,ME_601,T_2021-2022_EVEN,28,43,71,8,Pass,87
TRX_0015578,ST_2019_D002_037,ME_602,T_2021-2022_EVEN,24,37,61,7,Pass,76
TRX_0015579,ST_2019_D002_037,ME_603,T_2021-2022_EVEN,24,36,60,7,Pass,74
TRX_0015580,ST_2019_D002_037,ME_604,T_2021-2022_EVEN,23,35,58,6,Pass,67
TRX_0015581,ST_2019_D002_037,ME_605,T_2021-2022_EVEN,29,45,74,8,Pass,85
TRX_0015582,ST_2019_D002_037,ME_606,T_2021-2022_EVEN,20,31,51,6,Pass,78
TRX_0015583,ST_2019_D002_038,ME_601,T_2021-2022_EVEN,27,42,69,7,Pass,90
TRX_0015584,ST_2019_D002_038,ME_602,T_2021-2022_EVEN,20,32,52,6,Pass,85
TRX_0015585,ST_2019_D002_038,ME_603,T_2021-2022_EVEN,22,35,57,6,Pass,83
TRX_0015586,ST_2019_D002_038,ME_604,T_2021-2022_EVEN,21,32,53,6,Pass,75
TRX_0015587,ST_2019_D002_038,ME_605,T_2021-2022_EVEN,26,39,65,7,Pass,67
TRX_0015588,ST_2019_D002_038,ME_606,T_2021-2022_EVEN,31,47,78,8,Pass,86
TRX_0015589,ST_2019_D002_039,ME_601,T_2021-2022_EVEN,18,29,47,5,Pass,59
TRX_0015590,ST_2019_D002_039,ME_602,T_2021-2022_EVEN,18,27,45,5,Pass,62
TRX_0015591,ST_2019_D002_039,ME_603,T_2021-2022_EVEN,21,33,54,6,Pass,54
TRX_0015592,ST_2019_D002_039,ME_604,T_2021-2022_EVEN,20,31,51,6,Debarred,42
TRX_0015593,ST_2019_D002_039,ME_605,T_2021-2022_EVEN,22,33,55,6,Debarred,48
TRX_0015594,ST_2019_D002_039,ME_606,T_2021-2022_EVEN,23,36,59,6,Pass,51
TRX_0015595,ST_2019_D002_040,ME_601,T_2021-2022_EVEN,20,31,51,6,Debarred,46
TRX_0015596,ST_2019_D002_040,ME_602,T_2021-2022_EVEN,14,23,37,0,Fail,69
TRX_0015597,ST_2019_D002_040,ME_603,T_2021-2022_EVEN,21,32,53,6,Pass,55
TRX_0015598,ST_2019_D002_040,ME_604,T_2021-2022_EVEN,19,30,49,5,Pass,56
TRX_0015599,ST_2019_D002_040,ME_605,T_2021-2022_EVEN,13,20,33,0,Debarred,46
TRX_0015600,ST_2019_D002_040,ME_606,T_2021-2022_EVEN,18,27,45,5,Debarred,45
TRX_0015601,ST_2019_D002_041,ME_601,T_2021-2022_EVEN,19,29,48,5,Pass,70
TRX_0015602,ST_2019_D002_041,ME_602,T_2021-2022_EVEN,14,21,35,0,Fail,67
TRX_0015603,ST_2019_D002_041,ME_603,T_2021-2022_EVEN,16,25,41,0,Fail,67
TRX_0015604,ST_2019_D002_041,ME_604,T_2021-2022_EVEN,14,22,36,0,Debarred,46
TRX_0015605,ST_2019_D002_041,ME_605,T_2021-2022_EVEN,10,16,26,0,Fail,67
TRX_0015606,ST_2019_D002_041,ME_606,T_2021-2022_EVEN,16,25,41,0,Fail,72
TRX_0015607,ST_2019_D002_042,ME_601,T_2021-2022_EVEN,21,32,53,6,Pass,81
TRX_0015608,ST_2019_D002_042,ME_602,T_2021-2022_EVEN,30,45,75,8,Pass,81
TRX_0015609,ST_2019_D002_042,ME_603,T_2021-2022_EVEN,25,39,64,7,Pass,85
TRX_0015610,ST_2019_D002_042,ME_604,T_2021-2022_EVEN,22,33,55,6,Pass,77
TRX_0015611,ST_2019_D002_042,ME_605,T_2021-2022_EVEN,27,41,68,7,Pass,65
TRX_0015612,ST_2019_D002_042,ME_606,T_2021-2022_EVEN,31,48,79,8,Pass,84
TRX_0015613,ST_2019_D002_043,ME_601,T_2021-2022_EVEN,25,38,63,7,Pass,66
TRX_0015614,ST_2019_D002_043,ME_602,T_2021-2022_EVEN,22,35,57,6,Pass,83
TRX_0015615,ST_2019_D002_043,ME_603,T_2021-2022_EVEN,27,42,69,7,Pass,67
TRX_0015616,ST_2019_D002_043,ME_604,T_2021-2022_EVEN,22,35,57,6,Pass,78
TRX_0015617,ST_2019_D002_043,ME_605,T_2021-2022_EVEN,30,45,75,8,Pass,65
TRX_0015618,ST_2019_D002_043,ME_606,T_2021-2022_EVEN,31,48,79,8,Pass,72
TRX_0015619,ST_2019_D002_044,ME_601,T_2021-2022_EVEN,27,42,69,7,Pass,84
TRX_0015620,ST_2019_D002_044,ME_602,T_2021-2022_EVEN,32,48,80,9,Pass,75
TRX_0015621,ST_2019_D002_044,ME_603,T_2021-2022_EVEN,25,38,63,7,Pass,67
TRX_0015622,ST_2019_D002_044,ME_604,T_2021-2022_EVEN,26,39,65,7,Pass,88
TRX_0015623,ST_2019_D002_044,ME_605,T_2021-2022_EVEN,23,36,59,6,Pass,66
TRX_0015624,ST_2019_D002_044,ME_606,T_2021-2022_EVEN,20,31,51,6,Pass,75
TRX_0015625,ST_2019_D002_045,ME_601,T_2021-2022_EVEN,40,60,100,10,Pass,95
TRX_0015626,ST_2019_D002_045,ME_602,T_2021-2022_EVEN,31,48,79,8,Pass,89
TRX_0015627,ST_2019_D002_045,ME_603,T_2021-2022_EVEN,36,55,91,10,Pass,98
TRX_0015628,ST_2019_D002_045,ME_604,T_2021-2022_EVEN,39,59,98,10,Pass,92
TRX_0015629,ST_2019_D002_045,ME_605,T_2021-2022_EVEN,32,48,80,9,Pass,88
TRX_0015630,ST_2019_D002_045,ME_606,T_2021-2022_EVEN,34,51,85,9,Pass,91
TRX_0015631,ST_2019_D003_001,EE_601,T_2021-2022_EVEN,22,35,57,6,Pass,90
TRX_0015632,ST_2019_D003_001,EE_602,T_2021-2022_EVEN,26,40,66,7,Pass,89
TRX_0015633,ST_2019_D003_001,EE_603,T_2021-2022_EVEN,26,40,66,7,Pass,82
TRX_0015634,ST_2019_D003_001,EE_604,T_2021-2022_EVEN,23,36,59,6,Pass,66
TRX_0015635,ST_2019_D003_001,EE_605,T_2021-2022_EVEN,24,37,61,7,Pass,81
TRX_0015636,ST_2019_D003_001,EE_606,T_2021-2022_EVEN,28,43,71,8,Pass,67
TRX_0015637,ST_2019_D003_001,EE_607,T_2021-2022_EVEN,28,42,70,8,Pass,74
TRX_0015638,ST_2019_D003_001,EE_608,T_2021-2022_EVEN,20,31,51,6,Pass,69
TRX_0015639,ST_2019_D003_002,EE_601,T_2021-2022_EVEN,24,37,61,7,Pass,69
TRX_0015640,ST_2019_D003_002,EE_602,T_2021-2022_EVEN,30,46,76,8,Pass,84
TRX_0015641,ST_2019_D003_002,EE_603,T_2021-2022_EVEN,24,38,62,7,Pass,72
TRX_0015642,ST_2019_D003_002,EE_604,T_2021-2022_EVEN,24,37,61,7,Pass,74
TRX_0015643,ST_2019_D003_002,EE_605,T_2021-2022_EVEN,30,47,77,8,Pass,66
TRX_0015644,ST_2019_D003_002,EE_606,T_2021-2022_EVEN,21,33,54,6,Pass,86
TRX_0015645,ST_2019_D003_002,EE_607,T_2021-2022_EVEN,22,33,55,6,Pass,82
TRX_0015646,ST_2019_D003_002,EE_608,T_2021-2022_EVEN,29,44,73,8,Pass,90
TRX_0015647,ST_2019_D003_003,EE_601,T_2021-2022_EVEN,21,32,53,6,Pass,72
TRX_0015648,ST_2019_D003_003,EE_602,T_2021-2022_EVEN,23,35,58,6,Pass,72
TRX_0015649,ST_2019_D003_003,EE_603,T_2021-2022_EVEN,26,39,65,7,Pass,69
TRX_0015650,ST_2019_D003_003,EE_604,T_2021-2022_EVEN,29,45,74,8,Pass,76
TRX_0015651,ST_2019_D003_003,EE_605,T_2021-2022_EVEN,25,39,64,7,Pass,76
TRX_0015652,ST_2019_D003_003,EE_606,T_2021-2022_EVEN,25,39,64,7,Pass,77
TRX_0015653,ST_2019_D003_003,EE_607,T_2021-2022_EVEN,27,42,69,7,Pass,70
TRX_0015654,ST_2019_D003_003,EE_608,T_2021-2022_EVEN,20,32,52,6,Pass,84
TRX_0015655,ST_2019_D003_004,EE_601,T_2021-2022_EVEN,28,44,72,8,Pass,68
TRX_0015656,ST_2019_D003_004,EE_602,T_2021-2022_EVEN,23,36,59,6,Pass,75
TRX_0015657,ST_2019_D003_004,EE_603,T_2021-2022_EVEN,20,30,50,6,Pass,83
TRX_0015658,ST_2019_D003_004,EE_604,T_2021-2022_EVEN,23,36,59,6,Pass,88
TRX_0015659,ST_2019_D003_004,EE_605,T_2021-2022_EVEN,23,35,58,6,Pass,85
TRX_0015660,ST_2019_D003_004,EE_606,T_2021-2022_EVEN,31,47,78,8,Pass,71
TRX_0015661,ST_2019_D003_004,EE_607,T_2021-2022_EVEN,26,40,66,7,Pass,67
TRX_0015662,ST_2019_D003_004,EE_608,T_2021-2022_EVEN,22,34,56,6,Pass,87
TRX_0015663,ST_2019_D003_005,EE_601,T_2021-2022_EVEN,16,24,40,0,Fail,59
TRX_0015664,ST_2019_D003_005,EE_602,T_2021-2022_EVEN,19,29,48,5,Pass,67
TRX_0015665,ST_2019_D003_005,EE_603,T_2021-2022_EVEN,12,18,30,0,Fail,54
TRX_0015666,ST_2019_D003_005,EE_604,T_2021-2022_EVEN,14,21,35,0,Debarred,42
TRX_0015667,ST_2019_D003_005,EE_605,T_2021-2022_EVEN,22,33,55,6,Pass,70
TRX_0015668,ST_2019_D003_005,EE_606,T_2021-2022_EVEN,12,19,31,0,Debarred,47
TRX_0015669,ST_2019_D003_005,EE_607,T_2021-2022_EVEN,10,16,26,0,Fail,60
TRX_0015670,ST_2019_D003_005,EE_608,T_2021-2022_EVEN,13,21,34,0,Fail,66
TRX_0015671,ST_2019_D003_006,EE_601,T_2021-2022_EVEN,27,41,68,7,Pass,86
TRX_0015672,ST_2019_D003_006,EE_602,T_2021-2022_EVEN,32,48,80,9,Pass,68
TRX_0015673,ST_2019_D003_006,EE_603,T_2021-2022_EVEN,31,48,79,8,Pass,86
TRX_0015674,ST_2019_D003_006,EE_604,T_2021-2022_EVEN,27,42,69,7,Pass,79
TRX_0015675,ST_2019_D003_006,EE_605,T_2021-2022_EVEN,24,38,62,7,Pass,69
TRX_0015676,ST_2019_D003_006,EE_606,T_2021-2022_EVEN,32,48,80,9,Pass,90
TRX_0015677,ST_2019_D003_006,EE_607,T_2021-2022_EVEN,30,45,75,8,Pass,75
TRX_0015678,ST_2019_D003_006,EE_608,T_2021-2022_EVEN,31,48,79,8,Pass,67
TRX_0015679,ST_2019_D003_007,EE_601,T_2021-2022_EVEN,15,23,38,0,Fail,68
TRX_0015680,ST_2019_D003_007,EE_602,T_2021-2022_EVEN,22,35,57,6,Pass,50
TRX_0015681,ST_2019_D003_007,EE_603,T_2021-2022_EVEN,20,32,52,6,Debarred,47
TRX_0015682,ST_2019_D003_007,EE_604,T_2021-2022_EVEN,12,18,30,0,Debarred,49
TRX_0015683,ST_2019_D003_007,EE_605,T_2021-2022_EVEN,22,35,57,6,Debarred,43
TRX_0015684,ST_2019_D003_007,EE_606,T_2021-2022_EVEN,15,24,39,0,Fail,71
TRX_0015685,ST_2019_D003_007,EE_607,T_2021-2022_EVEN,14,21,35,0,Debarred,49
TRX_0015686,ST_2019_D003_007,EE_608,T_2021-2022_EVEN,24,36,60,7,Debarred,46
TRX_0015687,ST_2019_D003_008,EE_601,T_2021-2022_EVEN,35,54,89,9,Pass,92
TRX_0015688,ST_2019_D003_008,EE_602,T_2021-2022_EVEN,34,51,85,9,Pass,87
TRX_0015689,ST_2019_D003_008,EE_603,T_2021-2022_EVEN,33,50,83,9,Pass,99
TRX_0015690,ST_2019_D003_008,EE_604,T_2021-2022_EVEN,36,54,90,10,Pass,99
TRX_0015691,ST_2019_D003_008,EE_605,T_2021-2022_EVEN,32,48,80,9,Pass,100
TRX_0015692,ST_2019_D003_008,EE_606,T_2021-2022_EVEN,34,52,86,9,Pass,85
TRX_0015693,ST_2019_D003_008,EE_607,T_2021-2022_EVEN,37,56,93,10,Pass,89
TRX_0015694,ST_2019_D003_008,EE_608,T_2021-2022_EVEN,36,56,92,10,Pass,99
TRX_0015695,ST_2019_D003_009,EE_601,T_2021-2022_EVEN,35,54,89,9,Pass,85
TRX_0015696,ST_2019_D003_009,EE_602,T_2021-2022_EVEN,35,53,88,9,Pass,94
TRX_0015697,ST_2019_D003_009,EE_603,T_2021-2022_EVEN,34,52,86,9,Pass,87
TRX_0015698,ST_2019_D003_009,EE_604,T_2021-2022_EVEN,31,47,78,8,Pass,91
TRX_0015699,ST_2019_D003_009,EE_605,T_2021-2022_EVEN,34,51,85,9,Pass,93
TRX_0015700,ST_2019_D003_009,EE_606,T_2021-2022_EVEN,31,47,78,8,Pass,95
TRX_0015701,ST_2019_D003_009,EE_607,T_2021-2022_EVEN,32,48,80,9,Pass,85
TRX_0015702,ST_2019_D003_009,EE_608,T_2021-2022_EVEN,31,48,79,8,Pass,85
TRX_0015703,ST_2019_D003_010,EE_601,T_2021-2022_EVEN,28,42,70,8,Pass,89
TRX_0015704,ST_2019_D003_010,EE_602,T_2021-2022_EVEN,29,44,73,8,Pass,77
TRX_0015705,ST_2019_D003_010,EE_603,T_2021-2022_EVEN,26,40,66,7,Pass,90
TRX_0015706,ST_2019_D003_010,EE_604,T_2021-2022_EVEN,26,41,67,7,Pass,72
TRX_0015707,ST_2019_D003_010,EE_605,T_2021-2022_EVEN,26,41,67,7,Pass,80
TRX_0015708,ST_2019_D003_010,EE_606,T_2021-2022_EVEN,20,31,51,6,Pass,84
TRX_0015709,ST_2019_D003_010,EE_607,T_2021-2022_EVEN,29,44,73,8,Pass,71
TRX_0015710,ST_2019_D003_010,EE_608,T_2021-2022_EVEN,28,42,70,8,Pass,74
TRX_0015711,ST_2019_D003_011,EE_601,T_2021-2022_EVEN,31,47,78,8,Pass,96
TRX_0015712,ST_2019_D003_011,EE_602,T_2021-2022_EVEN,37,57,94,10,Pass,90
TRX_0015713,ST_2019_D003_011,EE_603,T_2021-2022_EVEN,37,56,93,10,Pass,95
TRX_0015714,ST_2019_D003_011,EE_604,T_2021-2022_EVEN,36,55,91,10,Pass,97
TRX_0015715,ST_2019_D003_011,EE_605,T_2021-2022_EVEN,31,47,78,8,Pass,97
TRX_0015716,ST_2019_D003_011,EE_606,T_2021-2022_EVEN,38,59,97,10,Pass,92
TRX_0015717,ST_2019_D003_011,EE_607,T_2021-2022_EVEN,33,50,83,9,Pass,86
TRX_0015718,ST_2019_D003_011,EE_608,T_2021-2022_EVEN,37,57,94,10,Pass,85
TRX_0015719,ST_2019_D003_012,EE_601,T_2021-2022_EVEN,34,51,85,9,Pass,91
TRX_0015720,ST_2019_D003_012,EE_602,T_2021-2022_EVEN,39,59,98,10,Pass,98
TRX_0015721,ST_2019_D003_012,EE_603,T_2021-2022_EVEN,39,59,98,10,Pass,99
TRX_0015722,ST_2019_D003_012,EE_604,T_2021-2022_EVEN,34,52,86,9,Pass,96
TRX_0015723,ST_2019_D003_012,EE_605,T_2021-2022_EVEN,36,56,92,10,Pass,87
TRX_0015724,ST_2019_D003_012,EE_606,T_2021-2022_EVEN,32,50,82,9,Pass,89
TRX_0015725,ST_2019_D003_012,EE_607,T_2021-2022_EVEN,37,57,94,10,Pass,98
TRX_0015726,ST_2019_D003_012,EE_608,T_2021-2022_EVEN,30,46,76,8,Pass,88
TRX_0015727,ST_2019_D003_013,EE_601,T_2021-2022_EVEN,16,24,40,0,Debarred,44
TRX_0015728,ST_2019_D003_013,EE_602,T_2021-2022_EVEN,13,20,33,0,Fail,75
TRX_0015729,ST_2019_D003_013,EE_603,T_2021-2022_EVEN,14,22,36,0,Fail,68
TRX_0015730,ST_2019_D003_013,EE_604,T_2021-2022_EVEN,11,17,28,0,Debarred,44
TRX_0015731,ST_2019_D003_013,EE_605,T_2021-2022_EVEN,12,19,31,0,Fail,60
TRX_0015732,ST_2019_D003_013,EE_606,T_2021-2022_EVEN,16,24,40,0,Fail,55
TRX_0015733,ST_2019_D003_013,EE_607,T_2021-2022_EVEN,19,30,49,5,Pass,57
TRX_0015734,ST_2019_D003_013,EE_608,T_2021-2022_EVEN,12,19,31,0,Debarred,43
TRX_0015735,ST_2019_D003_014,EE_601,T_2021-2022_EVEN,32,50,82,9,Pass,94
TRX_0015736,ST_2019_D003_014,EE_602,T_2021-2022_EVEN,30,45,75,8,Pass,89
TRX_0015737,ST_2019_D003_014,EE_603,T_2021-2022_EVEN,32,50,82,9,Pass,88
TRX_0015738,ST_2019_D003_014,EE_604,T_2021-2022_EVEN,34,52,86,9,Pass,90
TRX_0015739,ST_2019_D003_014,EE_605,T_2021-2022_EVEN,32,50,82,9,Pass,92
TRX_0015740,ST_2019_D003_014,EE_606,T_2021-2022_EVEN,36,56,92,10,Pass,86
TRX_0015741,ST_2019_D003_014,EE_607,T_2021-2022_EVEN,39,59,98,10,Pass,91
TRX_0015742,ST_2019_D003_014,EE_608,T_2021-2022_EVEN,38,58,96,10,Pass,87
TRX_0015743,ST_2019_D003_015,EE_601,T_2021-2022_EVEN,26,40,66,7,Pass,77
TRX_0015744,ST_2019_D003_015,EE_602,T_2021-2022_EVEN,29,44,73,8,Pass,68
TRX_0015745,ST_2019_D003_015,EE_603,T_2021-2022_EVEN,28,42,70,8,Pass,89
TRX_0015746,ST_2019_D003_015,EE_604,T_2021-2022_EVEN,22,35,57,6,Pass,78
TRX_0015747,ST_2019_D003_015,EE_605,T_2021-2022_EVEN,30,46,76,8,Pass,78
TRX_0015748,ST_2019_D003_015,EE_606,T_2021-2022_EVEN,22,35,57,6,Pass,65
TRX_0015749,ST_2019_D003_015,EE_607,T_2021-2022_EVEN,27,41,68,7,Pass,82
TRX_0015750,ST_2019_D003_015,EE_608,T_2021-2022_EVEN,28,43,71,8,Pass,86
TRX_0015751,ST_2019_D003_016,EE_601,T_2021-2022_EVEN,38,57,95,10,Pass,87
TRX_0015752,ST_2019_D003_016,EE_602,T_2021-2022_EVEN,33,51,84,9,Pass,100
TRX_0015753,ST_2019_D003_016,EE_603,T_2021-2022_EVEN,38,58,96,10,Pass,97
TRX_0015754,ST_2019_D003_016,EE_604,T_2021-2022_EVEN,35,54,89,9,Pass,85
TRX_0015755,ST_2019_D003_016,EE_605,T_2021-2022_EVEN,38,59,97,10,Pass,94
TRX_0015756,ST_2019_D003_016,EE_606,T_2021-2022_EVEN,36,54,90,10,Pass,100
TRX_0015757,ST_2019_D003_016,EE_607,T_2021-2022_EVEN,32,50,82,9,Pass,100
TRX_0015758,ST_2019_D003_016,EE_608,T_2021-2022_EVEN,30,46,76,8,Pass,86
TRX_0015759,ST_2019_D003_017,EE_601,T_2021-2022_EVEN,34,52,86,9,Pass,85
TRX_0015760,ST_2019_D003_017,EE_602,T_2021-2022_EVEN,30,47,77,8,Pass,89
TRX_0015761,ST_2019_D003_017,EE_603,T_2021-2022_EVEN,39,60,99,10,Pass,93
TRX_0015762,ST_2019_D003_017,EE_604,T_2021-2022_EVEN,30,46,76,8,Pass,88
TRX_0015763,ST_2019_D003_017,EE_605,T_2021-2022_EVEN,30,47,77,8,Pass,100
TRX_0015764,ST_2019_D003_017,EE_606,T_2021-2022_EVEN,32,48,80,9,Pass,99
TRX_0015765,ST_2019_D003_017,EE_607,T_2021-2022_EVEN,33,51,84,9,Pass,98
TRX_0015766,ST_2019_D003_017,EE_608,T_2021-2022_EVEN,37,57,94,10,Pass,93
TRX_0015767,ST_2019_D003_018,EE_601,T_2021-2022_EVEN,30,47,77,8,Pass,76
TRX_0015768,ST_2019_D003_018,EE_602,T_2021-2022_EVEN,20,30,50,6,Pass,90
TRX_0015769,ST_2019_D003_018,EE_603,T_2021-2022_EVEN,28,42,70,8,Pass,90
TRX_0015770,ST_2019_D003_018,EE_604,T_2021-2022_EVEN,26,41,67,7,Pass,86
TRX_0015771,ST_2019_D003_018,EE_605,T_2021-2022_EVEN,24,36,60,7,Pass,84
TRX_0015772,ST_2019_D003_018,EE_606,T_2021-2022_EVEN,22,33,55,6,Pass,68
TRX_0015773,ST_2019_D003_018,EE_607,T_2021-2022_EVEN,25,39,64,7,Pass,71
TRX_0015774,ST_2019_D003_018,EE_608,T_2021-2022_EVEN,26,40,66,7,Pass,65
TRX_0015775,ST_2019_D003_019,EE_601,T_2021-2022_EVEN,12,18,30,0,Fail,63
TRX_0015776,ST_2019_D003_019,EE_602,T_2021-2022_EVEN,12,18,30,0,Debarred,47
TRX_0015777,ST_2019_D003_019,EE_603,T_2021-2022_EVEN,17,27,44,0,Fail,56
TRX_0015778,ST_2019_D003_019,EE_604,T_2021-2022_EVEN,16,25,41,0,Fail,63
TRX_0015779,ST_2019_D003_019,EE_605,T_2021-2022_EVEN,20,31,51,6,Pass,63
TRX_0015780,ST_2019_D003_019,EE_606,T_2021-2022_EVEN,13,21,34,0,Fail,70
TRX_0015781,ST_2019_D003_019,EE_607,T_2021-2022_EVEN,18,29,47,5,Pass,65
TRX_0015782,ST_2019_D003_019,EE_608,T_2021-2022_EVEN,19,30,49,5,Pass,61
TRX_0015783,ST_2019_D003_020,EE_601,T_2021-2022_EVEN,27,42,69,7,Pass,68
TRX_0015784,ST_2019_D003_020,EE_602,T_2021-2022_EVEN,25,39,64,7,Pass,70
TRX_0015785,ST_2019_D003_020,EE_603,T_2021-2022_EVEN,26,39,65,7,Pass,78
